KinoSat_111609	2534.77	2933.4	0.5	0.03125	500					
KinoSat_111610	2550.28	2950.86	0.5	0.03125	500					
KinoSat_111701	2590.59	2984.54	0.5	0.03125	500					
KinoSat_111702	2599.28	2991.61	0.5	0.03125	500					
KinoSat_111703	2519.95	2910.22	0.5	0.03125	500					
KinoSat_111704	2599.14	2990.75	0.5	0.03125	500					
KinoSat_111705	2534.13	2927.38	0.5	0.03125	500					
KinoSat_111706	2607.72	3001.85	0.5	0.03125	500					
KinoSat_111707	2610.83	3007.28	0.5	0.03125	500					
KinoSat_111708	2496.53	2894.26	0.5	0.03125	500					
KinoSat_111709	2576.89	2975.63	0.5	0.03125	500					
KinoSat_111710	2543.56	2943.81	0.5	0.03125	500					
KinoSat_111801	2535.8	2926.19	0.5	0.03125	500					
KinoSat_111802	2531.89	2924.57	0.5	0.03125	500					
KinoSat_111803	2666.94	3058.15	0.5	0.03125	500					
KinoSat_111804	2624.89	3016.88	0.5	0.03125	500					
KinoSat_111805	2531.53	2926.08	0.5	0.03125	500					
KinoSat_111806	2543.73	2940.09	0.5	0.03125	500					
KinoSat_111807	2533.57	2929.93	0.5	0.03125	500					
KinoSat_111808	2518.32	2917.27	0.5	0.03125	500					
KinoSat_111809	2589.95	2990.67	0.5	0.03125	500					
KinoSat_111810	2528.04	2928.68	0.5	0.03125	500					
KinoSat_111901	2665.7	3057.33	0.5	0.03125	500					
KinoSat_111902	2608.62	2998.81	0.5	0.03125	500					
KinoSat_111903	2611.33	3003.77	0.5	0.03125	500					
KinoSat_111904	2660.88	3053.47	0.5	0.03125	500					
KinoSat_111905	2667.44	3067	0.5	0.03125	500					
KinoSat_111906	2673.42	3069.96	0.5	0.03125	500					
KinoSat_111907	2606.5	3004.77	0.5	0.03125	500					
KinoSat_111908	2584.1	2983.15	0.5	0.03125	500					
KinoSat_111909	2633.3	3034.99	0.5	0.03125	500					
KinoSat_111910	2723.65	3119.73	0.5	0.03125	500					
KinoSat_112001	2796.78	3190.39	0.5	0.03125	500					
KinoSat_112002	2765.62	3161.08	0.5	0.03125	500					
KinoSat_112003	2841.46	3234.01	0.5	0.03125	500					
KinoSat_112004	2748.56	3144.08	0.5	0.03125	500					
KinoSat_112005	2744.42	3143.21	0.5	0.03125	500					
KinoSat_112006	2714.52	3111.23	0.5	0.03125	500					
KinoSat_112007	2768.96	3168.14	0.5	0.03125	500					
KinoSat_112008	2758.11	3159.45	0.5	0.03125	500					
KinoSat_112009	2760.05	3162.85	0.5	0.03125	500					
KinoSat_112010	2741.31	3135.41	0.5	0.03125	500					
